name,brand,barcode,proteins,carbohydrates,fats,calories,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
Palmöl - Palmfett,,,0.0,0,89.9,809,43.9,34,8.4,,,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0,0,6.66,,,0.9,0.9,0.9,,0,0.9,0,0.9,0,Sp.,,
Pancetta,,,19.5,0.4,43,467,14.4,18.9,6.6,,,Sp.,4.6,0,80,,0,0.45,0.14,Sp.,Sp.,0.3,,3,Sp.,0,1.4,0.1,,,Sp.,190,13,,1.9,1850,0.8,84,k.A.,Sp.,,
Panettone,,,6.4,56.5,10.7,354,5.6,3.2,0.7,,,22.9,0.1,2.8,112,,113,0.13,0.11,0.63,k.A.,0.12,,33,k.A.,0,0.4,0.62,,,k.A.,230,150,,0.6,38,3,130,k.A.,k.A.,,
Paniermehl,,,12.7,73.5,2.1,373,0.5,0.3,0.7,,,4.4,1.0,4.5,0,,0,0.2,0.05,0.8,0.6,0.11,,39,0,0,0,0.4,,,23,130,50,,0.9,400,1.2,100,k.A.,2.8,,
Pantli,,,21.7,0.9,51.4,553,20.1,24.4,4.4,,,0.9,4.0,0,87,,9,0.46,0.25,6.32,0.55,0.28,,2.6,3.73,73.1,0,0.7,,,22,350,5.1,,3.2,1600,1.7,180,k.A.,0.8,,
"Papaya, reif, roh",,,0.5,9.5,0.1,44,0,0,0,,,9.5,0.0,1.8,0,,75,0.03,0.03,0.33,0.16,0.04,,17.8,0,67.8,0,0.28,,,17,220,21,,0.1,14,0.2,9,0.9,0.1,,
Paprika (Gewürz),,,14.8,34.9,13,358,2.1,1.2,8.4,,,33.2,0.1,20.9,0,,6060,0.65,1.74,15.3,0,0,,0,0,0,0,0,,,190,2340,180,,4.1,34,24,350,k.A.,5,,
Paranuss,,,17.0,4.2,66.5,698,16.1,23.9,24.4,,,2.3,0.0,7.5,0,,0,0.62,0.04,0.3,0.18,0.1,,22,0,0.7,0,5.65,,,350,640,160,,4.3,0.7,2.4,650,230,5,,
Pariserbrot,,,9.0,51.2,0.9,255,0.2,0.1,0.5,,,0.5,1.6,2.9,0,,0,0.12,0.03,0.46,0.26,0.09,,8.8,0.01,0,0,0.36,,,22,140,10,,0.7,660,0.9,81,2.7,1,,
Parmesan,,,30.5,Sp.,31,401,20.6,7.2,1,,,Sp.,1.6,0,77,,298,0.02,0.29,0.2,0.79,0.1,,20,1.75,Sp.,0.8,0.78,,,44,100,1340,,4,650,0.7,800,k.A.,40,,
"Passionsfrucht, roh",,,2.1,10.9,3,102,0.5,0.5,1.8,,,8.5,0.0,6.8,0,,127,0,0.07,1.47,0.27,0.23,,102.6,0,25.6,0,0.4,,,26,240,8.1,,0.8,5,0.6,46,0.2,1.3,,
"Pastinake, gekocht (ohne Zugabe von Salz)",,,1.2,11.4,0.4,58,0.1,0,0.2,,,2.9,0.0,2.1,0,,3,0.07,0.1,0.69,0.33,0.07,,22.7,0,8.3,0,0.93,,,13,200,42,,0.4,2.2,0.3,68,0.5,3.4,,
"Pastinake, roh",,,1.3,12.1,0.4,62,0.1,0,0.3,,,3.1,0.0,2.1,0,,3,0.1,0.13,0.94,0.52,0.09,,43.2,0,19.7,0,0.88,,,21,430,42,,0.5,3.8,0.4,71,0.6,3.6,,
"Peperoni, grün, gedünstet (ohne Zugabe von Fett und Salz)",,,1.0,3.2,0.4,25,0.1,0,0.2,,,3.1,0.0,2.5,0,,49,0.03,0.01,0.11,0.14,0.29,,21.8,0,121.6,0,0.92,,,6.6,160,7.7,,0.2,6.9,0.3,19,k.A.,2.5,,
"Peperoni, grün, roh",,,0.8,2.6,0.3,20,0.1,0,0.2,,,2.5,0.0,2,0,,42,0.03,0.01,0.1,0.13,0.28,,27.6,0,126.6,0,0.7,,,6,160,6,,0.2,6,0.3,15,k.A.,2,,
"Peperoni, rot, gedünstet (ohne Zugabe von Fett und Salz)",,,1.1,6.4,0.4,39,0.1,0,0.2,,,6.2,0.0,2.5,0,,180,0.03,0.03,0.95,0.17,0.29,,22.2,0,143.4,0,2.97,,,13,170,11,,0.3,3.4,0.4,25,k.A.,1.3,,
"Peperoni, rot, roh",,,0.9,5.2,0.4,32,0.1,0,0.1,,,5.1,0.0,2,0,,152,0.03,0.03,0.9,0.16,0.27,,28.2,0,149.3,0,2.26,,,12,170,9,,0.3,3,0.4,20,k.A.,1,,
"Pestosauce, grün",,,3.9,6.6,42.5,430,6.5,16.6,17.6,,,3.2,2.7,2.5,18,,152,0.05,0.1,0.59,0.31,0.07,,25.8,0,92.6,0.3,17.9,,,36,200,150,,0.7,1060,0.6,94,4,4,,
"Pestosauce, rot",,,5.7,10.8,35.8,398,5,15.1,13.6,,,7.1,2.1,5,5,,104,0.13,0.16,2.93,0.63,0.26,,34.3,0.08,20.6,0,17.66,,,58,1050,99,,1,830,2,140,k.A.,3.4,,
"Petersilie, roh",,,3.9,7.4,0.5,58,0.1,0,0.2,,,4.8,0.1,4.3,0,,770,0.15,0.3,1.4,0.31,0.2,,132,0,182,0,3.54,,,37,850,210,,0.8,38,5.9,110,k.A.,3.4,,
Petit Beurre,,,8.7,70.2,12.4,431,7.1,2.8,1,,,20.6,0.5,2.3,33,,116,0.15,0.03,0.23,0.35,0.12,,11.5,0.01,0,0.2,0.63,,,24,130,11,,0.8,220,1.1,90,1.7,1.9,,
Petit Beurre mit Schokolade,,,7.7,63.8,21.3,482,12.9,6.5,1.1,,,37.2,0.5,2.1,23,,85,0.1,0.21,0.31,0.23,0.07,,6.3,0,1.3,0.1,0.45,,,39,370,120,,1.2,200,1.6,160,k.A.,9.1,,
"Petit Beurre, Vollkorn",,,9.6,65.3,12.7,426,7.1,2.8,1.4,,,17.3,0.6,6,33,,116,0.26,0.09,0.39,0.67,0.23,,25.9,0.01,0,0.2,0.79,,,68,290,30,,1.8,230,2.8,190,3.2,2.5,,
"Pfefferminze, roh",,,3.8,5.3,0.7,49,0.1,0,0.4,,,5.2,0.0,3,0,,122,0.12,0.33,1.1,0.19,0.05,,110,0,31,0,5,,,30,260,210,,1.2,15,9.5,75,k.A.,4,,
"Pferd, Filet, gebraten (ohne Zusatz von Fett und Salz)",,,27.8,0,2,129,0.9,0.9,0.1,,,0,0.1,0,71,,20,0.09,0.11,4.73,0.66,0.29,,9.1,3,0,0.2,0.14,,,27,300,16,,4,51,6.2,220,k.A.,1.4,,
"Pferd, Filet, roh",,,21.4,0,1.9,102,0.9,0.8,0.1,,,0,0.1,0,52,,20,0.13,0.1,4.6,0.6,0.38,,8,3,0,0.2,0.14,,,23,330,13,,2.9,44,4.7,190,k.A.,1,,
"Pferderagout mit Sauce, zubereitet",,,11.8,3,3.1,89,0.6,2,0.3,,,1.2,0.8,0.6,30,,130,0.04,0.05,1.5,0.25,0.11,,9.3,1.03,0.7,0.1,0.56,,,11,140,13,,1.6,300,2.8,86,k.A.,1.1,,
"Pfirsich, gelb, roh",,,0.8,8.9,0.1,43,0,0,0,,,8,0.0,1.9,0,,25,0.01,0.03,0.63,0.18,0.02,,4.5,0,6.1,0,0.96,,,9,190,7.3,,0.1,1.3,0.2,21,1.3,3,,
"Pfirsich, in Sirup, Konserve, abgetropft",,,0.7,18.6,0.1,82,0,0,0,,,17.9,0.0,1.6,0,,19,0.01,0.02,0.51,0.15,0.01,,2.3,0,2.5,0,0.98,,,7.4,120,7.2,,0.1,0.8,0.1,17,1.3,3.1,,
"Pfirsich, mit Süssungsmittel, Konserve, abgetropft",,,0.8,8.1,0.1,40,0,0,0.1,,,7.3,0.0,1.7,0,,21,0.01,0.03,0.57,0.17,0.02,,2.5,0,2.8,0,1.09,,,8.2,130,7.9,,0.2,0.9,0.2,19,1.5,3.4,,
"Pflaume, gedünstet, abgetropft (ohne Zugabe von Zucker)",,,0.7,10.1,0.2,48,0,0,0.1,,,8.6,0.0,1.6,0,,28,0.03,0.04,0.44,0.16,0.03,,1.2,0,2.6,0,0.33,,,7.3,120,9.7,,0.1,1.3,0.3,16,0.7,1.7,,
"Pflaume, getrocknet",,,1.6,55.4,0.4,227,0.2,0.1,0.1,,,38.1,0.0,5.1,0,,2,0.03,0.03,0.43,0.38,0.25,,1,0,0.5,0,1.05,,,30,610,50,,0.3,3,0.4,66,0.2,0.8,,
"Pflaume, roh",,,0.6,10.2,0.2,48,0,0,0.1,,,8.8,0.0,1.6,0,,30,0.04,0.04,0.45,0.17,0.03,,2,0,5.2,0,0.27,,,7.4,160,8.3,,0.1,1.7,0.3,16,0.6,1.4,,
"Pflaumenkuchen, hausgemacht, gebacken (mit Blätterteig)",,,2.6,16.9,6.8,142,3,2.6,0.8,,,7.6,0.3,1.4,18,,25,0.04,0.06,0.32,0.26,0.03,,3.8,0.08,2.8,0.1,0.83,,,8.2,140,19,,0.2,110,0.3,36,1.9,3.8,,
"Pflaumenkuchen, hausgemacht, gebacken (mit Kuchenteig)",,,2.9,17.6,6.6,144,2.9,2.5,0.8,,,7.6,0.2,1.5,18,,25,0.05,0.06,0.32,0.27,0.05,,3.7,0.08,2.8,0.1,0.79,,,11,140,20,,0.3,89,0.5,44,1.9,3.8,,
"Pilz (Durchschnitt), gedünstet (ohne Zugabe von Fett und Salz)",,,3.9,0.7,0.4,34,0.1,0,0.2,,,0.2,0.0,6,0,,26,0.14,0.39,6.94,2.19,0.05,,15.5,0,3.3,3.1,0.13,,,13,380,8.9,,0.8,4.4,2.5,110,k.A.,10,,
"Pilz (Durchschnitt), roh",,,3.5,0.6,0.4,29,0.1,0,0.2,,,0.2,0.0,4.9,0,,22,0.14,0.38,7.12,2.19,0.06,,21.1,0,3.7,2.6,0.11,,,13,400,7.6,,0.8,4.2,2.4,99,k.A.,8.7,,
"Pilzrisotto, zubereitet",,,4.0,18.5,3.9,128,1.9,1.4,0.3,,,0.5,0.5,1.5,7,,28,0.05,0.14,2.09,0.47,0.02,,7.2,0.08,0.4,0.6,0.3,,,10,55,70,,0.6,210,0.2,81,k.A.,3.3,,
"Pilzsauce, gebunden",,,3.9,8.5,8.9,132,5.4,2.1,0.5,,,4,0.6,0.7,28,,89,0.05,0.26,1.21,0.48,0.03,,4.3,0.13,0.8,0.4,0.25,,,11,170,110,,0.5,250,0.1,90,k.A.,8.7,,
Pilzsuppe,,,1.1,5.5,1.2,38,0.5,0.2,0.5,,,2,0.9,0.5,0,,27,0.03,0.07,0.4,0.1,0.01,,3,0,0,0,0.14,,,5,68,40,,0.3,370,0.2,36,k.A.,4.9,,
Pinienkerne,,,16.5,13,61.9,688,4.3,15.7,25.7,,,4.9,0.0,6.3,0,,0,0.49,0.26,3.33,0.41,0.22,,63.4,0,0.5,0,11.9,,,370,810,20,,5.8,1.9,6.5,690,1,11,,
Pistazie,,,23.8,17.6,45.4,594,5.6,23.8,13.7,,,7.7,0.0,10,0,,35,0.43,0.24,1.1,0.52,0.9,,68.4,0,5.6,0,1.64,,,120,1000,92,,3.3,1,2.8,470,6.8,5,,
"Pizza al tonno, gebacken",,,12.0,26.5,7.6,226,3,3.4,0.6,,,1.3,0.8,1.5,17,,100,0.07,0.1,1.82,0.24,0.11,,11.6,0.64,2.9,0.3,1.51,,,15,190,84,,0.9,300,0.6,130,k.A.,1.9,,
"Pizza Calzone, gebacken",,,11.4,26.5,7.7,224,3,3.5,0.6,,,1.4,0.9,1.5,16,,57,0.14,0.11,1.27,0.28,0.1,,11.1,0.29,10.2,0.1,1.42,,,15,210,85,,1.1,360,0.5,150,k.A.,2.4,,
"Pizza Hawaii, gebacken",,,9.5,24.2,6.3,195,2.5,2.9,0.5,,,3.5,0.7,1.5,13,,49,0.13,0.1,1.1,0.27,0.09,,10,0.24,9.9,0.1,1.19,,,15,190,73,,0.9,300,0.5,130,k.A.,2,,
"Pizza Margherita, gebacken",,,9.9,29.9,8.4,238,3.3,3.8,0.7,,,1.5,0.7,1.7,12,,64,0.08,0.1,0.66,0.23,0.07,,12.3,0.32,3.2,0.1,1.58,,,14,180,94,,1,290,0.5,130,k.A.,2.1,,
"Pizza mit Gemüse, gebacken",,,5.7,17.5,3.2,125,1.2,1.4,0.4,,,1.6,0.4,2,4,,41,0.08,0.1,0.98,0.47,0.09,,22.2,0.1,13.7,0.3,0.82,,,15,240,44,,0.6,140,0.7,81,k.A.,5.3,,
"Pizza mit Mascarpone und Rucola, gebacken",,,9.4,27.6,9.8,239,4.4,4,0.7,,,1.7,0.7,1.6,16,,95,0.08,0.11,0.62,0.24,0.07,,16.8,0.3,6.4,0.1,1.51,,,13,190,98,,0.9,270,0.6,120,k.A.,3.3,,
"Pizza Prosciutto e Funghi, gebacken",,,10.7,23.9,6.9,204,2.7,3.1,0.6,,,1.3,0.8,1.6,14,,51,0.14,0.14,1.55,0.46,0.1,,11.7,0.26,9.4,0.3,1.27,,,15,230,77,,1,330,0.6,150,k.A.,4.3,,
"Pizza Prosciutto, gebacken",,,10.6,28.7,6.4,218,2.2,3.2,0.6,,,1.4,0.9,1.6,13,,42,0.15,0.1,1.34,0.29,0.1,,11.2,0.19,11.1,0,1.5,,,15,220,60,,0.9,380,0.6,130,k.A.,2.1,,
"Pizza Quattro Formaggi, gebacken",,,12.3,37.2,10.6,297,5,3.9,0.8,,,0.2,1.1,1.8,20,,66,0.08,0.11,0.41,0.3,0.05,,12.1,0.32,0,0.2,1.17,,,16,120,210,,1.2,450,0.5,180,k.A.,6.8,,
"Pizzateig (mit Olivenöl), ungebacken",,,7.0,41.2,3.6,229,0.5,2.2,0.6,,,0.2,0.7,2,0,,0,0.11,0.04,0.4,0.24,0.04,,19.8,0,0,0,1.15,,,9.4,110,5.9,,0.4,290,0.4,44,1.4,0.6,,
"Plätzli (Durchschnitt aus Geflügel, Kalb, Rind, Schwein), gebraten (ohne Zusatz von Fett und Salz)",,,29.2,0.1,3.1,145,1.1,1.4,0.4,,,0,0.2,0,78,,5,0.43,0.21,7.82,0.91,0.41,,7.4,1.05,0,0.4,0.49,,,27,360,10,,3,68,1.5,230,k.A.,1.8,,
"Plätzli (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), paniert, gebraten",,,23.5,10.1,10.8,233,1.7,6.8,1.5,,,0.5,0.8,0.6,95,,17,0.45,0.19,6.48,1.1,0.43,,18.7,1.07,0,0.6,2.49,,,24,350,18,,2.4,340,1.4,210,15,6.4,,
"Plätzli (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), roh ",,,22.2,0.1,2.7,113,0.9,1.2,0.4,,,0,0.1,0,57,,4,0.45,0.17,6.97,0.8,0.45,,7.1,0.99,0,0.3,0.42,,,22,340,7.5,,2.3,58,1.1,190,k.A.,1.3,,
"Polenta nera (aus Maisgriess und Buchweizenmehl), gekocht",,,4.1,12.6,4.7,111,2.7,1.2,0.3,,,0.2,1.1,0.8,12,,42,0.03,0.05,1.18,0.28,0.05,,25.7,1.06,0,0.1,0.13,,,24,91,76,,0.5,440,0.5,84,k.A.,4.6,,
Pommes Chips,,,4.9,49.3,34.8,538,3.5,28.6,1.6,,,2.5,1.2,3.8,0,,2,0.39,0.05,1.23,0.86,1.06,,60.5,0,32.5,0,2.89,,,40,880,14,,0.6,500,0.9,92,k.A.,8,,
Pommes Chips fettreduziert,,,5.9,59.2,22.1,468,2.5,5.9,12.3,,,3,1.2,4.5,0,,2,0.46,0.06,1.48,1.04,1.27,,72.8,0,39,0,2.61,,,48,1060,17,,0.8,490,1.1,110,k.A.,9.6,,
"Pommes Frites (im Ofen gebacken), ungesalzen",,,3.3,33,9.1,232,0.7,6.6,1.2,,,1.6,0.0,2.5,0,,2,0.28,0.03,0.82,0.58,0.69,,41.6,0,22.2,0,2.47,,,27,590,9.5,,0.4,16,0.6,61,k.A.,5.2,,
"Pommes Frites (in HO Sonnenblumenöl frittiert), ungesalzen",,,3.2,32.4,15.4,286,1.6,12.6,0.7,,,1.6,0.0,2.5,0,,2,0.25,0.03,0.81,0.57,0.7,,39.8,0,21.4,0,1.3,,,26,580,9.4,,0.4,15,0.6,60,k.A.,5.1,,
Popcorn,,,12.0,62.9,4.2,367,0.6,1.1,1.9,,,1.2,0.0,15,0,,11,0.2,0.2,2,0.4,0.2,,23,0,0,0,11,,,110,300,10,,1.7,4,2.7,300,k.A.,0,,
"Portwein, 18.5 vol%",,,0.2,12,0,152,0,0,0,,,12,0.0,0,0,,0,0,0.01,0.05,0.03,0.01,,1,0.1,0,0,0,,,9,75,7,,0.3,9,0.4,12,k.A.,10,,
"Poulet, Brust, mit Haut, roh",,,23.3,0,6.5,152,2.1,3.3,1.3,,,0,0.1,0,70,,12,0.08,0.14,k.A.,0.87,0.77,,10,0.4,0,1.5,0.62,,,26,320,3.9,,0.5,34,0.3,210,k.A.,10,,
"Poulet, Brust, ohne Haut, roh",,,24.6,0,1,107,0.3,0.4,0.3,,,0,0.1,0,63,,6,0.16,0.11,11.03,0.87,0.77,,12,0.29,0,1.5,0.62,,,27,350,3.3,,0.5,36,0.3,220,14,0.9,,
"Poulet, Brust, Schnitzel oder Geschnetzeltes, gebraten (ohne Zusatz von Fett und Salz)",,,30.1,0,0.8,128,0.2,0.3,0.2,,,0,0.1,0,79,,6,0.14,0.14,11.03,0.87,0.53,,7.5,0.24,0,1.4,0.58,,,27,400,4.1,,0.6,38,0.4,230,18,1.2,,
"Poulet, ganz, mit Haut, gebraten (ohne Zusatz von Fett und Salz)",,,25.1,0,10.3,193,2.8,4.5,1.5,,,0,0.2,0,103,,12,0.09,0.18,6.4,0.9,0.4,,6.4,0.35,2.7,0,0.07,,,21,210,15,,1.3,79,0.9,170,k.A.,13,,
"Poulet, ganz, mit Haut, roh",,,18.8,0,10.3,168,2.8,4.5,1.5,,,0,0.2,0,77,,12,0.11,0.15,6,0.9,0.5,,8,0.4,2.5,0,0.07,,,20,260,12,,1,70,0.7,160,k.A.,10,,
"Poulet, Schenkel, mit Haut, gebraten (ohne Zusatz von Fett und Salz)",,,23.9,0,10.2,187,3.2,5,1.8,,,0,0.2,0,107,,30,0.11,0.18,4.77,0.87,0.46,,8,0.67,0,1.5,0.66,,,21,240,7.2,,1.3,71,0.6,190,37,11,,
"Poulet, Schenkel, mit Haut, roh",,,17.9,0,10.2,163,3.2,5,1.8,,,0,0.2,0,80,,30,0.14,0.15,4.47,0.87,0.57,,10,0.77,0,1.5,0.62,,,20,300,5.7,,1,63,0.5,180,28,8,,
"Poulet, Schenkel, ohne Haut, roh",,,19.7,0,6.2,135,1.9,3,1.5,,,0,0.2,0,86,,5,0.14,0.27,k.A.,0.87,0.38,,10,0.4,0,1.5,0.62,,,20,300,5.6,,0.9,76,0.5,190,k.A.,5,,
"Preiselbeere, roh",,,0.3,6.2,0.5,36,0,0.1,0.3,,,6.1,0.0,2.9,0,,2,0.02,0.02,0.1,0,0.01,,3,0,12,0,0.94,,,6,81,14,,0.2,2,0.5,10,k.A.,5,,
Prussien,,,4.7,53.8,22.4,438,13.2,5.2,1.3,,,27.4,0.8,1.2,59,,205,0.06,0.02,0.12,0.14,0.06,,3,0,0,0.4,0.67,,,14,75,10,,0.5,310,0.6,52,1,0.6,,
"Pudding, Caramel",,,3.4,23,2.1,125,1.4,0.6,0.1,,,20.1,0.2,0.1,12,,38,0.03,0.2,0.1,Sp.,0.03,,8,0.3,0,0.1,0.16,,,9,150,94,,0.3,70,Sp.,77,k.A.,6.2,,
"Pudding, Schokolade",,,3.0,21,2.6,121,0.5,1.1,0.9,,,12.1,0.3,1,3,,25,0.14,0.16,0.3,0.2,0.02,,3,0.08,2,0,0.11,,,14,180,90,,0.4,130,0.5,80,k.A.,3.2,,
"Pudding, Vanille",,,2.8,18,2.1,102,0.3,0.9,0.8,,,10.4,0.3,0.1,7,,31,0.1,0.14,0.3,0.3,0.02,,0,0.09,0,0,0.13,,,10,120,96,,0.3,140,0.1,40,k.A.,5.9,,
"Quark, mit Früchten, gezuckert",,,8.4,14.1,2.4,112,1.4,0.6,0.1,,,13.4,0.1,0.1,8,,28,0.01,0.34,0.27,0.3,0.03,,16.4,0.37,0.6,0.1,0.08,,,8.6,120,93,,0.4,27,0,120,k.A.,20,,
"Quark, nature, halbfett",,,9.4,4.1,5,99,3,1.2,0.2,,,3.4,0.1,0,17,,54,0.01,0.41,0.3,0.4,0.03,,18.6,0.47,0.2,0.1,0.13,,,9.3,130,110,,0.4,32,0,140,k.A.,21,,
"Quark, nature, mager",,,10.6,4.2,0.2,61,0.1,0,0,,,3.5,0.1,0,Sp.,,3,0.01,0.39,0.31,0.29,0.04,,19.4,0.42,0.1,0,0,,,9.9,140,110,,0.5,33,0,150,k.A.,27,,
"Quark, nature, Rahm",,,6.9,3.7,15.6,183,9.4,3.7,0.7,,,3.2,0.1,0,53,,164,0.02,0.3,0.28,0.26,0.03,,16.7,0.38,0.4,0.2,0.4,,,8.1,120,93,,0.3,29,0,110,k.A.,8.5,,
"Quarkblätterteig (mit Butter), ungebacken",,,7.1,29,28.3,401,16.8,6.6,1.6,,,1.3,0.8,1.3,78,,290,0.09,0.12,0.22,0.27,0.07,,11.7,0.12,0.1,0.4,0.83,,,16,110,38,,0.6,330,0.6,89,k.A.,3.2,,
"Quarkblätterteig (mit pflanzlichem Fett), ungebacken",,,7.1,28.8,26.9,388,9.7,11.6,4.4,,,1.2,0.9,1.3,17,,60,0.09,0.12,0.27,0.3,0.07,,12.2,0.13,0.1,1,3.62,,,16,120,37,,0.6,350,0.6,90,k.A.,3.6,,
"Quiche Lorraine, gebacken (mit Blätterteig)",,,8.5,11.5,23.4,291,12.5,6.6,1.5,,,1.6,1.2,0.5,131,,202,0.12,0.14,0.69,0.61,0.07,,8.9,0.38,4.2,0.9,0.76,,,13,140,48,,0.9,470,0.7,110,k.A.,11,,
"Quiche Lorraine, gebacken (mit Kuchenteig)",,,9.0,14.5,22.2,295,11.7,6.3,1.5,,,1.6,1.2,0.6,127,,191,0.13,0.14,0.71,0.63,0.07,,9.3,0.38,4.2,0.9,0.75,,,14,150,49,,1,460,0.7,120,k.A.,11,,
"Quinoa, gekocht (ohne Zugabe von Salz und Fett)",,,4.8,20.5,1.6,120,0.2,0.4,0.8,,,0.6,0.0,2.2,0,,0,0.09,0.08,0.13,0.24,0.09,,29.6,0,0.1,0,0.78,,,95,220,32,,0.8,3.3,2.7,110,0.4,0.6,,
"Quinoa, roh",,,14.8,62.4,5,368,0.5,1.3,2.6,,,1.8,0.0,6.6,k.A.,,1,0.41,0.32,0.45,0.83,0.42,,114.6,0,0.5,0,2.25,,,280,800,80,,2.5,9.6,8,330,1.1,1.6,,
"Quitte, gekocht, abgetropft (ohne Zugabe von Zucker)",,,0.5,7.3,0.6,49,0,0.2,0.3,,,7.3,0.0,5.9,0,,5,0.02,0.03,0.2,0.08,0.04,,5,0,6.5,0,0.5,,,8.2,140,12,,0.3,1.5,0.7,20,k.A.,1.3,,
"Quitte, roh",,,0.4,7.3,0.5,47,0,0.2,0.2,,,7.3,0.0,5.9,0,,4,0.03,0.03,0.2,0.08,0.04,,8,0,13,0,0.4,,,8.2,180,10,,0.2,2,0.6,20,k.A.,1,,
Raclettekäse,,,25.9,0,27.9,357,16.7,6.5,1.3,,,0,1.8,0,84,,272,0.01,0.29,0.2,0.25,0.06,,49,1.55,Sp.,0.3,0.68,,,27,70,670,,3.9,730,0.1,490,k.A.,11,,
"Radieschen, roh",,,1.1,2.1,0.1,17,0,0,0.1,,,2.1,0.1,1.6,0,,2,0.02,0.03,0.25,0.1,0.05,,20.3,0,19.7,0,0.01,,,10,300,34,,0.1,29,0.4,18,0.1,1.2,,
Rahm (Durchschnitt),,,2.3,3.4,25.4,252,15.3,6,1.2,,,3.4,0.1,0,76,,278,0.02,0.14,0.08,0.36,0.02,,4.3,0.32,0.6,0.4,0.6,,,7.5,130,84,,0.2,48,0,78,k.A.,9.5,,
"Rahmglace, Frucht",,,3.5,24.7,8,185,5,2.6,0.3,,,23.7,0.2,0,26,,121,0.04,0.26,Sp.,Sp.,0.07,,9,0,1,0.1,0.17,,,Sp.,180,110,,0.4,61,0.5,99,k.A.,Sp.,,
Rahmkaramellen,,,0.4,79.3,3.6,351,2.2,1.1,0.1,,,79.3,0.3,0,11,,43,0.03,0.04,0.01,0.04,0,,1,Sp.,0.1,0.1,0.11,,,5,120,21,,0.1,120,0.8,16,k.A.,1.1,,
"Rande, gedämpft (ohne Zugabe von Salz)",,,1.8,10,0.1,54,0,0,0.1,,,10,0.1,3,0,,1,0.02,0.05,0.23,0.16,0.04,,62.3,0,5.5,0,0.06,,,22,450,19,,0.3,49,0.3,28,0.2,0.5,,
"Rande, roh",,,1.5,8.4,0.1,46,0,0,0.1,,,8.4,0.1,2.5,0,,1,0.02,0.04,0.23,0.15,0.04,,83,0,5.5,0,0.05,,,21,430,16,,0.3,49,0.3,23,0.2,0.4,,
Rapsöl,,,0.0,0,90,810,6.2,54.2,25.5,,,0,0.0,0,0,,3,0,0,0,0,0,,0,0,0,0,27.07,,,0,0,0,,0,0,0,0,0,0,,
"Rapsöl HOLL (high oleic, low linolenic)",,,0.0,0,90,810,6.3,68.4,10.8,,,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0,0,24.71,,,0,0,0,,0,0,0,0,0,0,,
"Ratatouille, zubereitet",,,1.4,4,2.2,45,0.3,1.4,0.3,,,3.6,0.5,2.1,0,,64,0.04,0.04,0.59,0.17,0.13,,21,0,37,0,0.98,,,14,210,21,,0.2,180,0.5,29,k.A.,1.5,,
Reblochon,,,19.9,0,25.2,307,15.1,5.9,1.2,,,0,2.0,0,76,,241,0.01,0.36,0.1,0.3,0.19,,25,1.5,Sp.,0.2,0.75,,,20,84,390,,2.2,800,0.1,320,k.A.,Sp.,,
"Reh (Durchschnitt), roh",,,22.4,0,3.6,122,1.6,1.5,0.2,,,0,0.2,0,70,,0,0.1,0.25,6.4,0.8,0.3,,5,1,0,0.4,0.76,,,20,340,25,,3,84,3,220,k.A.,0.6,,
"Reh, Ragout, roh",,,22.0,0,1.9,105,0.5,0.3,0.5,,,0,0.1,0,65,,0,0.26,0.6,k.A.,0.69,0.39,,6,6.3,0,0.3,0.76,,,20,310,3.7,,4.7,45,2.7,180,k.A.,0.8,,
"Reh, Schnitzel, roh",,,22.5,0,1.7,105,0.7,0.5,0.5,,,0,0.1,0,75,,0,0.26,0.6,6.4,0.69,0.71,,6,6.3,0,0.3,0.76,,,22,330,4.2,,2.1,44,2.8,200,k.A.,0.8,,
Reibkäse,,,29.3,0,32.1,406,20.3,7.5,1.2,,,0,1.7,0,89,,298,0.01,0.34,0.2,0.62,0.1,,14,1.91,0,0.7,0.57,,,41,98,1190,,4.2,680,0.5,730,k.A.,40,,
"Reis parboiled, gekocht in Salzwasser (unjodiert)",,,2.4,26.7,0.3,120,0.1,0.1,0.1,,,0.1,1.4,0.4,0,,0,0.05,0.01,1.28,0.2,0.02,,3.1,0,0,0,0.02,,,11,29,24,,0.6,540,0.1,56,k.A.,1,,
"Reis parboiled, trocken",,,7.5,78.6,1,356,0.2,0.3,0.3,,,0.4,0.0,1.3,0,,0,0.28,0.04,5.02,0.79,0.12,,13,0,0,0,0.05,,,32,160,58,,1.7,0.9,0.4,170,k.A.,2.2,,
